LECROYHDO6104A,51221,Waveform
Segments,1,SegmentSize,500002
Ampl
0.05
0.09
0.15
0.14
0.12
0.11
0.13
0.12
0.11
0.11
0.02
0.07
0.08
0.13
0.13
0.12
0.01
0.03
0.02
0.01
0.03
0.04
-0.03
-0.01
-0.12
-0.03
-0.03
-0.06
-0.03
-0.04
-0.05
-0.1
-0.07
-0.06
-0.03
-0.01
-0.02
-0.02
-0.13
-0.02
-0.09
-0.05
-0.1
-0.11
-0.14
-0.2
-0.25
-0.15
-0.24
-0.28
-0.29
-0.18
-0.26
-0.28
-0.28
-0.2
-0.22
-0.21
-0.15
-0.2
-0.1
-0.16
-0.09
-0.06
-0.07
-0.06
-0.06
-0.03
-0.03
0.01
-0.02
-0.07
-0.08
-0.1
-0.09
-0.06
-0.11
-0.07
-0.12
-0.04
-0.03
-0.06
-0.07
-0.1
-0.05
-0.07
-0.11
-0.09
-0.11
-0.11
-0.08
-0.11
-0.09
-0.12
-0.1
-0.18
-0.11
-0.1
-0.1
-0.03
-0.03
-0.01
-0.02
0
0.01
-0.02
0.01
-0.02
0.01
-0.03
-0.02
-0.02
-0.03
-0.07
-0.05
-0.08
-0.18
-0.19
-0.2
-0.19
-0.19
-0.18
-0.18
-0.19
-0.19
-0.15
-0.09
-0.12
-0.14
-0.11
-0.13
-0.14
-0.1
-0.2
-0.17
-0.19
-0.23
-0.22
-0.24
-0.22
-0.17
-0.11
-0.14
-0.22
-0.17
-0.19
-0.12
-0.11
-0.17
-0.08
-0.03
-0.01
0
-0.03
0.01
0.04
0.06
0.05
0.06
0.04
0.04
0.07
0.1
0.09
0.12
0.06
0.03
0.02
0.06
0.13
0.01
0.01
-0.08
-0.12
-0.1
-0.11
-0.13
-0.11
-0.14
-0.16
-0.16
-0.14
-0.26
-0.17
-0.15
-0.24
-0.21
-0.21
-0.19
-0.25
-0.25
-0.24
-0.24
-0.21
-0.24
-0.22
-0.16
-0.09
-0.07
-0.03
0.01
-0.04
-0.1
-0.06
-0.14
-0.14
-0.21
-0.19
-0.21
-0.17
-0.13
-0.19
-0.13
-0.13
-0.15
-0.15
-0.16
-0.23
-0.22
-0.18
-0.19
-0.09
-0.01
-0.02
0.03
0.05
0.03
0.12
0.04
0.1
0.09
0.09
0.07
0.02
0.02
-0.03
0.12
-0.02
-0.02
-0.08
-0.11
-0.13
-0.08
-0.1
-0.14
-0.18
-0.08
-0.12
-0.1
-0.12
-0.13
-0.22
-0.16
-0.24
-0.27
-0.23
-0.25
-0.27
-0.25
-0.19
-0.18
-0.28
-0.2
-0.17
-0.15
-0.06
-0.04
-0.02
-0.03
-0.03
-0.03
-0.02
-0.04
-0.06
0.02
-0.04
-0.08
-0.16
-0.11
-0.13
-0.13
-0.19
-0.22
-0.22
-0.19
-0.19
-0.17
-0.13
-0.12
-0.15
-0.11
-0.16
-0.12
-0.08
-0.03
-0.05
-0.06
-0.07
-0.1
-0.11
-0.12
-0.14
-0.12
-0.1
-0.02
-0.07
-0.05
0.02
-0.03
0.03
0.04
0.05
0
-0.03
-0.05
-0.07
-0.06
-0.03
-0.01
-0.07
-0.11
-0.1
-0.16
-0.17
-0.16
-0.15
-0.15
-0.17
-0.09
-0.02
-0.12
-0.12
-0.01
-0.02
0
0.05
0.07
0.06
0.05
0.16
0.09
0.18
0.21
0.2
0.19
0.16
0.14
0.16
0.13
0.12
0.14
0.06
0.1
0.15
0.12
0.15
0.08
0.02
0.08
-0.01
0.01
-0.04
-0.08
-0.04
-0.06
-0.02
-0.03
0
-0.03
0.07
0.02
0.11
0.11
-0.03
0.04
0.07
0.1
0.13
0.09
0.02
0.04
-0.01
0
-0.01
0.01
0.03
0.15
0.06
0.12
0.06
0.02
-0.02
0.03
-0.04
-0.07
0.03
-0.03
0.01
0.03
-0.02
-0.01
-0.06
-0.08
-0.07
-0.05
-0.04
-0.06
-0.1
-0.06
-0.03
-0.11
-0.07
-0.12
-0.09
-0.08
0
-0.04
-0.04
0.02
-0.05
0.06
0.05
0.07
0
-0.04
-0.04
0
-0.04
-0.04
0.01
-0.01
-0.02
0.01
-0.09
-0.06
-0.18
-0.19
-0.26
-0.23
-0.24
-0.18
-0.2
-0.17
-0.13
-0.11
-0.12
-0.2
-0.2
-0.23
-0.23
-0.27
-0.23
-0.25
-0.25
-0.27
-0.19
-0.27
-0.29
-0.29
-0.31
-0.31
-0.27
-0.31
-0.19
-0.21
-0.22
-0.29
-0.19
-0.24
-0.21
-0.14
-0.15
-0.14
-0.13
-0.03
-0.14
-0.1
-0.11
-0.11
-0.13
-0.11
-0.14
-0.1
-0.1
-0.07
-0.04
-0.04
-0.07
-0.07
-0.03
0.02
-0.02
0.01
0
0.03
0.05
0.04
0.06
0.06
0.1
0.2
0.14
0.17
0.11
0.09
0.12
0.14
0.16
0.15
0.17
0.16
0.09
0.04
0.05
0.08
0.05
0
0.03
0.01
0.02
0.03
0.18
0.14
0.18
0.12
0.15
0.12
0.04
0.06
0.01
-0.04
-0.07
0.03
0.03
0.01
0
-0.01
0
0.02
0.01
-0.01
-0.1
-0.04
-0.05
-0.08
-0.07
-0.1
-0.02
-0.05
-0.04
-0.07
-0.06
-0.06
0.01
0.01
-0.08
-0.03
-0.05
-0.04
-0.06
-0.09
-0.01
-0.03
0.05
0.04
0.04
-0.02
0
-0.04
-0.05
-0.07
-0.08
-0.03
-0.1
-0.11
-0.1
-0.17
-0.11
-0.09
-0.16
-0.14
-0.12
-0.08
-0.06
-0.1
-0.06
-0.05
-0.01
-0.1
-0.04
-0.08
-0.03
-0.05
-0.08
-0.15
-0.08
-0.08
-0.06
-0.02
-0.05
0.05
-0.02
0.1
0.07
0.04
0.08
0.02
0.11
0.11
0.08
0.15
0.19
0.2
0.17
0.18
0.17
0.14
0.2
0.17
0.13
0.02
0.02
0
-0.04
0.03
0.08
0.09
0.12
0.09
0.05
0.09
0.08
0.03
-0.05
0.01
-0.05
-0.04
0.01
-0.01
-0.02
-0.06
-0.01
0.01
-0.01
0.05
0.02
0.02
-0.02
-0.01
-0.03
0
-0.09
-0.08
-0.11
-0.04
-0.1
-0.05
-0.11
-0.09
-0.1
-0.09
-0.04
-0.05
-0.11
-0.07
-0.1
-0.1
-0.05
-0.12
-0.08
-0.16
-0.1
-0.09
-0.14
-0.07
-0.11
-0.09
-0.11
-0.11
-0.08
-0.06
0
0.07
0.05
0.04
0.12
0.12
0.06
0.09
0.14
0.17
0.22
0.19
0.27
0.24
0.27
0.22
0.22
0.18
0.19
0.22
0.19
0.22
0.18
0.17
0.17
0.13
0.06
0.05
0.15
0.11
0.09
0.08
0.1
0.05
0.07
0.08
0.15
0.12
0.06
0.06
0.01
0.02
0.02
0
0.03
0.04
-0.1
-0.08
-0.12
-0.12
-0.07
-0.07
-0.14
-0.15
-0.09
-0.13
-0.1
-0.09
-0.01
0.05
0.07
0.12
0.13
0.14
0.11
0.09
0.02
0.06
0.06
0.07
0.06
0.01
0.04
0.12
0.15
0.02
0.09
0.09
0.14
0.15
0.05
0.06
0.11
0.11
0.12
0.15
0.17
0.17
0.13
0.12
0.05
0.1
0.09
0.04
-0.05
-0.06
-0.06
-0.02
-0.06
-0.02
-0.08
-0.05
-0.06
-0.12
-0.08
-0.12
-0.08
-0.09
-0.08
-0.13
-0.13
-0.09
-0.13
-0.11
-0.19
-0.17
-0.14
-0.09
-0.05
-0.04
-0.05
-0.04
0
0.02
0.03
0.02
0.05
0.05
0.05
0
0.01
-0.04
-0.02
0
-0.01
0.01
-0.01
-0.08
-0.07
-0.05
-0.1
-0.08
-0.07
0.01
-0.05
-0.03
-0.02
0.01
0.01
-0.01
0.04
-0.03
-0.01
0.04
0.03
-0.02
-0.03
0.01
-0.06
-0.03
-0.07
-0.03
-0.06
0.08
0.04
0.08
0.05
0.09
0.07
0.08
0.11
0.12
0.11
0.17
0.17
0.2
0.24
0.18
0.17
0.16
0.18
0.16
0.18
0.26
0.2
0.17
